,CASE NUMBER,SR LOCATION,COUNTY,NEIGHBORHOOD,SR CREATE DATE,LONGITUDE,LATITUDE,geometry,In_100_Year,In_500_Year,Distance(m)
11466,12190103-101002820430,"5139 BIRDWOOD, HOUSTON TX 77096",HARRIS,MEYERLAND AREA,2017-11-13 08:46:21,-95.47053,29.681665,POINT (-95.47052764892578 29.68166542053223),True,False,0.22953675214256963
11467,12190359-101002821468,"18210 LAKE BEND, UNINCORPORATED TX 77084",HARRIS,,2017-11-13 17:14:34,-95.68093,29.851461,POINT (-95.68093109130859 29.85146141052246),False,False,0.8906969393228686
11468,12194669-101002826030,"6739 GROVEWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-11-17 13:37:04,-95.437065,29.792965,POINT (-95.43706512451172 29.79296493530273),False,False,1.1014420933295772
11469,12191657-101002827437,"5835 REAMER, HOUSTON TX 77074",Harris,BRAEBURN,2017-11-19 17:07:18,-95.49545,29.67984,POINT (-95.49545288085938 29.67984008789062),True,False,0.16175034082438264
11470,12192916-101002832898,"2815 MOUNTAIN GREEN, HOUSTON TX 77345",HARRIS,KINGWOOD AREA,2017-11-26 13:45:17,-95.151855,30.060795,POINT (-95.15185546875 30.06079483032227),False,False,0.45372817757990375
11471,12194968-101002840631,Intersection 8300 BEECHNUT ST&7968 MARY BATES BLVD,Harris County,SHARPSTOWN,2017-12-03 17:16:49,-95.530235,29.69258,POINT (-95.53023529052734 29.69257926940918),True,False,0.9166435793145026
11472,12194969-101002840648,"9207 MCAVOY, HOUSTON TX 77074",HARRIS,BRAEBURN,2017-12-03 17:44:37,-95.5033,29.678951,POINT (-95.50330352783203 29.67895126342773),True,False,0.24295988900631954
11473,12194974-101002840659,Intersection 0 ALLEN PKWY&600 MONTROSE BLVD,Harris County,NEARTOWN - MONTROSE,2017-12-03 18:08:55,-95.39242,29.761494,POINT (-95.39241790771484 29.76149368286133),True,False,0.25232734042751115
11474,12194975-101002840660,"6211 PADDINGTON, HOUSTON TX 77085",HARRIS,CENTRAL SOUTHWEST,2017-12-03 18:09:44,-95.477196,29.620445,POINT (-95.47719573974609 29.62044525146484),False,False,0.934278501495941
11475,12194976-101002840662,Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD,Harris County,MEDICAL CENTER AREA,2017-12-03 18:27:49,-95.403015,29.70623,POINT (-95.40301513671875 29.70623016357422),False,True,0.5001166881927579
11476,12195384-101002842022,"8411 GLENCROSS, HOUSTON TX 77061",HARRIS,GOLFCREST / BELLFORT / REVEILLE,2017-12-04 17:36:32,-95.27387,29.669477,POINT (-95.27387237548828 29.66947746276855),False,False,0.29377484033152695
11477,12195820-101002843936,"15122 TURKEY CREEK, HOUSTON TX 77079",HARRIS,MEMORIAL,2017-12-06 10:36:55,-95.62009,29.778156,POINT (-95.62008666992188 29.77815628051758),False,False,0.24310983207077308
11478,12195897-101002844294,"401 BRANARD, HOUSTON TX 77006",HARRIS,NEARTOWN - MONTROSE,2017-12-06 14:47:27,-95.384705,29.736507,POINT (-95.38470458984375 29.73650741577148),False,False,1.6033203287729292
11479,12196189-101002845548,Intersection 15800 PATTERSON RD&3000 N SH 6,Harris County,ADDICKS PARK TEN,2017-12-07 22:09:11,-95.645454,29.813286,POINT (-95.64545440673828 29.81328582763672),True,False,0.6354824063551927
11480,12197076-101002848192,Intersection 100 MCCARTY&3300 N MCCARTY ST&8500 WALLISVILLE RD,Harris County,PLEASANTVILLE AREA,2017-12-11 14:08:09,-95.27755,29.790108,POINT (-95.27754974365234 29.79010772705078),False,True,0.5146177544279786
11481,12197343-101002849136,"5408 NIGHTINGALE, HOUSTON TX 77017",Harris,MEADOWBROOK / ALLENDALE,2017-12-12 10:50:06,-95.240685,29.684713,POINT (-95.24068450927734 29.68471336364746),False,False,1.2538016251861952
11482,12197413-101002849398,"7327 LONG, HOUSTON TX 77087",Harris,GOLFCREST / BELLFORT / REVEILLE,2017-12-12 12:34:02,-95.29728,29.685472,POINT (-95.29727935791016 29.68547248840332),False,False,1.0656738500601115
11483,12198762-101002853877,Intersection 2100 ALLEN PKWY&500 STUDEMONT ST,Harris County,NEARTOWN - MONTROSE,2017-12-16 22:04:11,-95.39242,29.761635,POINT (-95.39241790771484 29.76163482666016),True,False,0.24696002746316623
11484,12198862-101002854057,Intersection 2050 HADDON ST&1700 HULDY ST,Harris County,NEARTOWN - MONTROSE,2017-12-17 12:32:58,-95.40981,29.750711,POINT (-95.40981292724609 29.75071144104004),False,False,0.8185337260847431
11485,12199610-101002856561,"4923 DUMFRIES, HOUSTON TX 77096",HARRIS,MEYERLAND AREA,2017-12-19 14:50:59,-95.46205,29.67442,POINT (-95.46205139160156 29.67441940307617),True,False,0.36937283700988954
11486,12202232-101002864978,"2916 LA BRANCH, HOUSTON TX 77004",Harris,MIDTOWN,2017-12-29 15:04:05,-95.37175,29.740673,POINT (-95.37174987792969 29.74067306518555),False,False,1.4137863436509737
11487,12202368-101002865455,"14121 RIVER FOREST, HOUSTON TX 77079",HARRIS,MEMORIAL,2017-12-30 11:35:51,-95.59149,29.761902,POINT (-95.59149169921875 29.76190185546875),False,True,0.28804198160791583
11488,12203937-101002870095,"7801 KINGSLEY, HOUSTON TX 77087",Harris,GOLFCREST / BELLFORT / REVEILLE,2018-01-04 14:45:49,-95.284134,29.687494,POINT (-95.28413391113281 29.6874942779541),False,False,0.8879993923721083
11489,12204424-101002872011,"31 GESSNER, HOUSTON TX 77024",HARRIS,MEMORIAL,2018-01-05 17:11:12,-95.542336,29.753431,POINT (-95.54233551025391 29.75343132019043),True,False,1.2236678025463594
11490,12204895-101002873180,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,Harris County,MEDICAL CENTER AREA,2018-01-07 22:34:06,-95.40507,29.706245,POINT (-95.40506744384766 29.70624542236328),False,True,0.44286184277318547
11491,12204895-101002873192,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,Harris County,MEDICAL CENTER AREA,2018-01-08 00:10:05,-95.40507,29.706245,POINT (-95.40506744384766 29.70624542236328),False,True,0.44286184277318547
11492,12204899-101002873199,Intersection 100 CAVALCADE ST&3000 NORTH FWY,Harris County,NEAR NORTHSIDE,2018-01-08 01:51:08,-95.37205,29.803883,POINT (-95.37204742431641 29.80388259887695),False,True,0.21009424314383227
11493,12204902-101002873207,"401 BRANARD, HOUSTON TX 77006",HARRIS,NEARTOWN - MONTROSE,2018-01-08 05:41:46,-95.384705,29.736507,POINT (-95.38470458984375 29.73650741577148),False,False,1.6033203287729292
11494,12204929-101002873281,"6003 WARM SPRINGS, HOUSTON TX 77035",HARRIS,WESTBURY,2018-01-08 08:04:38,-95.49518,29.655977,POINT (-95.49517822265625 29.65597724914551),True,False,0.16074851805260662
11495,12206422-101002878739,"3505 CLAY, HOUSTON TX 77003",Harris,GREATER EASTWOOD,2018-01-11 13:25:48,-95.3458,29.741882,POINT (-95.34580230712891 29.74188232421875),False,False,1.9789254829939282
11496,12206441-101002878798,Intersection 9100 CLINTON DR&816 E IH 610 LOOP N,Harris County,CLINTON PARK TRI-COMMUNITY,2018-01-11 14:00:26,-95.265175,29.738064,POINT (-95.26517486572266 29.73806381225586),False,False,1.7482315041382004
11497,12206473-101002878905,"5638 WIGTON, HOUSTON TX 77096",HARRIS,MEYERLAND AREA,2018-01-11 14:50:41,-95.484924,29.669752,POINT (-95.48492431640625 29.66975212097168),True,False,0.4114808669759559
11498,12206576-101002879218,"8402 GLENCROSS, HOUSTON TX 77061",Harris,GOLFCREST / BELLFORT / REVEILLE,2018-01-11 17:38:20,-95.274445,29.66998,POINT (-95.27444458007812 29.66997909545898),False,False,0.28627307710771427
11499,12206603-101002879327,"5003 MCKINNEY, HOUSTON TX 77023",Harris,GREATER EASTWOOD,2018-01-11 18:53:42,-95.32479,29.738188,POINT (-95.32479095458984 29.73818778991699),False,False,0.704083324998926
11500,12206673-101002879578,"10042 LARSTON, HOUSTON TX 77055",Harris,SPRING BRANCH WEST,2018-01-12 08:09:29,-95.542656,29.789413,POINT (-95.54265594482422 29.78941345214844),False,False,0.6567043537918732
11501,12206750-101002879891,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,Harris County,MEDICAL CENTER AREA,2018-01-12 10:33:42,-95.40507,29.706245,POINT (-95.40506744384766 29.70624542236328),False,True,0.44286184277318547
11502,12208996-101002884506,"4107 SOLWAY, HOUSTON TX 77025",HARRIS,BRAESWOOD,2018-01-17 21:34:47,-95.44422,29.691475,POINT (-95.44422149658203 29.69147491455078),True,False,0.5100175439203591
11503,12210608-101002887593,"618 NEST, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2018-01-19 14:14:19,-95.38984,29.834393,POINT (-95.38983917236328 29.83439254760742),True,False,0.15957757080168003
11504,12211278-101002889237,"11714 BOB WHITE, HOUSTON TX 77035",Harris,BRAYS OAKS,2018-01-22 06:10:14,-95.50082,29.652845,POINT (-95.50081634521484 29.65284538269043),True,False,0.15524285934548884
11505,12211330-101002889362,"115 BLUE WILLOW, HOUSTON TX 77042",HARRIS,BRIAR FOREST,2018-01-22 08:09:26,-95.56297,29.7588,POINT (-95.56297302246094 29.7588005065918),False,True,0.2534332168147753
11506,12211954-101002890890,"8807 DURHAM MANOR, HOUSTON TX 77075",Harris,SOUTH BELT / ELLINGTON,2018-01-22 21:18:07,-95.26264,29.607075,POINT (-95.26264190673828 29.60707473754883),False,False,0.939674674407266
11507,12213969-101002896406,"827 E ROGERS, HOUSTON TX 77022",HARRIS,NORTHSIDE/NORTHLINE,2018-01-26 09:58:52,-95.386246,29.844255,POINT (-95.38624572753906 29.8442554473877),False,True,0.19020447303424798
11508,12214512-101002898053,"5003 MCKINNEY, HOUSTON TX 77023",Harris,GREATER EASTWOOD,2018-01-27 16:19:58,-95.32479,29.738188,POINT (-95.32479095458984 29.73818778991699),False,False,0.704083324998926
11509,12214534-101002898101,"9706 BROADLEY, UNINCORPORATED TX 77498",FORT BEND,,2018-01-27 18:01:05,-95.63579,29.672886,POINT (-95.63578796386719 29.67288589477539),False,False,0.8369557924481962
11510,12215730-101002901654,"502 W ALABAMA, HOUSTON TX 77006",Harris,NEARTOWN - MONTROSE,2018-01-30 15:24:23,-95.38571,29.739014,POINT (-95.38571166992188 29.739013671875),False,False,1.6101866348042093
11511,12216330-101002903806,"1816 CALUMET, HOUSTON TX 77004",HARRIS,MUSEUM PARK,2018-01-31 17:47:47,-95.38177,29.721945,POINT (-95.38176727294922 29.72194480895996),False,False,0.6149823845956442
11512,12216704-101002904837,"5838 DUXBURY, HOUSTON TX 77035",HARRIS,WESTBURY,2018-02-01 14:26:09,-95.4908,29.648136,POINT (-95.49079895019531 29.64813613891602),False,True,0.4163210247721837
11513,12218501-101002910664,"7942 GLEN PRAIRIE, HOUSTON TX 77061",Harris,GOLFCREST / BELLFORT / REVEILLE,2018-02-06 16:38:20,-95.272705,29.673965,POINT (-95.272705078125 29.67396545410156),False,False,0.10346051389761433
11514,12218644-101002911185,"1506 DEMAREE, HOUSTON TX 77029",HARRIS,PLEASANTVILLE AREA,2018-02-07 09:02:02,-95.27796,29.764252,POINT (-95.27796173095703 29.76425170898438),False,False,1.2289448317445586
11515,12219588-101002913871,"306 NORTH, HOUSTON TX 77009",Harris,NEAR NORTHSIDE,2018-02-09 09:20:36,-95.36887,29.78568,POINT (-95.36887359619141 29.78568077087402),False,False,0.15950763727951295
11516,12219957-101002915069,"14323 HIRAM CLARKE, HOUSTON TX 77045",Harris,CENTRAL SOUTHWEST,2018-02-10 06:05:39,-95.445625,29.617361,POINT (-95.44562530517578 29.61736106872559),True,False,0.41241668111233254
11517,12219961-101002915074,"6130 HOPPER, HOUSTON TX 77016",Harris,EAST LITTLE YORK / HOMESTEAD,2018-02-10 06:21:28,-95.29649,29.879097,POINT (-95.29649353027344 29.87909698486328),False,False,0.1882239677986044
11518,12219964-101002915084,"3134 PARKER, HOUSTON TX 77093",Harris,EASTEX - JENSEN AREA,2018-02-10 06:50:36,-95.3378,29.858942,POINT (-95.33779907226562 29.85894203186035),True,False,0.5514537080394893
11519,12219968-101002915095,"7506 CORPUS CHRISTI, HOUSTON TX 77020",Harris,DENVER HARBOR / PORT HOUSTON,2018-02-10 07:10:07,-95.292946,29.781998,POINT (-95.29294586181641 29.78199768066406),False,False,0.6099045016006146
11520,12219972-101002915101,Intersection 0 NORTH FWY&8148 N SHEPHERD DR&7900 VETERANS MEMORIAL DR,Harris County,HIDDEN VALLEY,2018-02-10 07:14:35,-95.41224,29.87597,POINT (-95.41223907470703 29.8759708404541),False,False,0.5118402846521027
11521,12219984-101002915119,"6319 HARMON, HOUSTON TX 77016",Harris,EAST LITTLE YORK / HOMESTEAD,2018-02-10 07:35:55,-95.29477,29.88283,POINT (-95.29476928710938 29.8828296661377),False,False,0.1165044879875054
11522,12219981-101002915120,"9711 BRAESMONT, HOUSTON TX 77096",Harris,MEYERLAND AREA,2018-02-10 07:38:20,-95.4796,29.67536,POINT (-95.47959899902344 29.67535972595215),True,False,0.20613063089002498
11523,12219986-101002915126,Intersection 7248 AVENUE J&1000 E HEDRICK ST,Harris County,MAGNOLIA PARK,2018-02-10 07:42:38,-95.294205,29.74006,POINT (-95.29420471191406 29.74006080627441),False,False,0.6301564078294944
11524,12219998-101002915143,"1008 W 15TH, HOUSTON TX 77008",Harris,GREATER HEIGHTS,2018-02-10 08:00:33,-95.4081,29.79777,POINT (-95.40809631347656 29.79776954650879),False,False,0.738505249901732
11525,12220000-101002915145,Intersection 0 E LOOP FWY N&0 E LOOP N&8800 MARKET ST,Harris County,PLEASANTVILLE AREA,2018-02-10 08:07:38,-95.26579,29.76967,POINT (-95.26579284667969 29.7696704864502),False,False,0.5879278039438097
11526,12220005-101002915150,"1836 WOODVINE, HOUSTON TX 77055",Harris,SPRING BRANCH EAST,2018-02-10 08:12:08,-95.47821,29.80422,POINT (-95.47821044921875 29.80422019958496),False,False,0.18357305407991725
11527,12220013-101002915162,"7521 CORPUS CHRISTI, HOUSTON TX 77020",Harris,DENVER HARBOR / PORT HOUSTON,2018-02-10 08:18:19,-95.29248,29.78242,POINT (-95.29248046875 29.78241920471191),False,False,0.5752178729110361
11528,12220021-101002915171,"5903 KENILWOOD, HOUSTON TX 77033",HARRIS,SOUTH PARK,2018-02-10 08:28:05,-95.332306,29.670628,POINT (-95.33230590820312 29.67062759399414),False,False,1.340682398476959
11529,12220025-101002915179,"4336 JUNE, HOUSTON TX 77016",Harris,TRINITY / HOUSTON GARDENS,2018-02-10 08:32:28,-95.32675,29.834806,POINT (-95.32675170898438 29.83480644226074),False,False,0.8191960760537943
11530,12220058-101002915231,"42 FARRELL, HOUSTON TX 77022",Harris,NORTHSIDE/NORTHLINE,2018-02-10 09:07:25,-95.37975,29.840117,POINT (-95.37975311279297 29.84011650085449),False,False,0.37477865523145526
11531,12220061-101002915242,Intersection 6800 JENSEN DR&2600 SPENCE RD,Harris County,EASTEX - JENSEN AREA,2018-02-10 09:11:23,-95.342545,29.82117,POINT (-95.34254455566406 29.82117080688477),False,False,1.0424554852606702
11532,12220064-101002915243,"12402 ZAVALLA, HOUSTON TX 77085",Harris,FONDREN GARDENS,2018-02-10 09:12:37,-95.50187,29.627596,POINT (-95.50186920166016 29.62759590148926),False,False,0.2861425598136734
11533,12220063-101002915246,"4217 CAPLIN, HOUSTON TX 77026",Harris,TRINITY / HOUSTON GARDENS,2018-02-10 09:13:58,-95.32789,29.815699,POINT (-95.32788848876953 29.81569862365723),True,False,0.8809602985338973
11534,12220065-101002915248,"3024 BRINGHURST, HOUSTON TX 77026",Harris,GREATER FIFTH WARD,2018-02-10 09:14:50,-95.33406,29.790188,POINT (-95.33406066894531 29.79018783569336),False,True,0.7420203089087821
11535,12220090-101002915286,Intersection 0 ALLEN PKWY&500 TAFT ST,Harris County,FOURTH WARD,2018-02-10 09:36:56,-95.38579,29.76107,POINT (-95.38578796386719 29.76107025146484),True,False,0.2739574060913266
11536,12220100-101002915300,"7605 BRETSHIRE, HOUSTON TX 77016",HARRIS,EAST LITTLE YORK / HOMESTEAD,2018-02-10 09:45:36,-95.29116,29.853437,POINT (-95.29116058349609 29.85343742370605),False,True,0.263882811705646
11537,12220105-101002915307,"15107 ALROVER, HOUSTON TX 77053",Harris,CENTRAL SOUTHWEST,2018-02-10 09:50:35,-95.426994,29.607925,POINT (-95.42699432373047 29.60792541503906),False,True,0.1943645335078384
11538,12220119-101002915330,"6003 WARM SPRINGS, HOUSTON TX 77035",HARRIS,WESTBURY,2018-02-10 10:07:36,-95.49518,29.655977,POINT (-95.49517822265625 29.65597724914551),True,False,0.16074851805260662
11539,12220121-101002915332,Intersection 3400 PALM ST&3500 SOUTHMORE BLVD&5200 TIERWESTER ST,Harris County,MACGREGOR,2018-02-10 10:09:40,-95.36045,29.714462,POINT (-95.36045074462891 29.71446228027344),False,False,1.3799705846179926
11540,12220136-101002915359,"4429 DAVENPORT, HOUSTON TX 77051",Harris,SUNNYSIDE,2018-02-10 10:35:41,-95.36067,29.666882,POINT (-95.36067199707031 29.6668815612793),False,False,1.2276938899492658
11541,12220144-101002915373,"711 WILLIAM, HOUSTON TX 77002",Harris,DOWNTOWN,2018-02-10 10:47:40,-95.35384,29.767164,POINT (-95.35384368896484 29.76716423034668),False,True,1.2799003927554575
11542,12220178-101002915419,Intersection 1804 MANSFIELD ST&5800 PHILLIPS ST,Harris County,ACRES HOME,2018-02-10 11:19:43,-95.437584,29.851423,POINT (-95.43758392333984 29.8514232635498),False,False,0.9555723977261038
11543,12220232-101002915504,"4056 JEWEL, HOUSTON TX 77026",HARRIS,GREATER FIFTH WARD,2018-02-10 12:15:56,-95.32884,29.79019,POINT (-95.32884216308594 29.79018974304199),False,True,0.8025082800608211
11544,12220243-101002915519,"3216 ABERNATHY, HOUSTON TX 77026",Harris,GREATER FIFTH WARD,2018-02-10 12:28:05,-95.32843,29.790451,POINT (-95.32843017578125 29.79045104980469),False,True,0.795792392012301
11545,12220256-101002915533,"8530 NORTHTON, HOUSTON TX 77029",Harris,PLEASANTVILLE AREA,2018-02-10 12:37:22,-95.273285,29.755547,POINT (-95.27328491210938 29.75554656982422),False,False,1.3899051857341422
11546,12220257-101002915543,"9206 HILLIS, HOUSTON TX 77028",Harris,EAST HOUSTON,2018-02-10 12:46:01,-95.269005,29.84611,POINT (-95.26900482177734 29.84610939025879),False,True,1.1513031411632906
11547,12220277-101002915580,"11714 BOB WHITE, HOUSTON TX 77035",Harris,BRAYS OAKS,2018-02-10 13:16:44,-95.50082,29.652845,POINT (-95.50081634521484 29.65284538269043),True,False,0.15524285934548884
11548,12220279-101002915583,Intersection 3700 GARDENDALE DR&3000 W T C JESTER BLVD,Harris County,CENTRAL NORTHWEST,2018-02-10 13:19:04,-95.44557,29.816177,POINT (-95.44557189941406 29.81617736816406),True,False,0.4786749583344089
11549,12220320-101002915649,"11734 BOB WHITE, HOUSTON TX 77035",Harris,BRAYS OAKS,2018-02-10 14:33:20,-95.5008,29.652187,POINT (-95.50080108642578 29.65218734741211),False,True,0.15259845512746267
11550,12220331-101002915669,Intersection 11400 LEMOND DR&6600 MICOLLET DR,Harris County,EAST LITTLE YORK / HOMESTEAD,2018-02-10 14:47:40,-95.29103,29.88555,POINT (-95.29103088378906 29.88554954528809),False,False,0.4088234996502418
11551,12220352-101002915712,Intersection 15900 W LAKE HOUSTON PKWY&13200 W LAKESHORE LANDING DR,Harris County,LAKE HOUSTON,2018-02-10 15:34:30,-95.1713,29.957062,POINT (-95.17130279541016 29.95706176757812),False,False,0.19376738789018752
11552,12220356-101002915723,"11710 BOB WHITE, HOUSTON TX 77035",Harris,BRAYS OAKS,2018-02-10 15:45:26,-95.50081,29.652735,POINT (-95.50080871582031 29.65273475646973),True,False,0.15356262621083358
11553,12220364-101002915737,Intersection 1600 HOLMES RD&9400 KIRBY DR,Harris County,CENTRAL SOUTHWEST,2018-02-10 15:58:59,-95.41314,29.665545,POINT (-95.41313934326172 29.6655445098877),False,False,1.6354673282040446
11554,12220366-101002915740,Intersection 2600 BAER ST&2586 EAST FWY&650 JENSEN DR,Harris County,GREATER FIFTH WARD,2018-02-10 16:02:10,-95.343,29.767357,POINT (-95.34300231933594 29.76735687255859),False,False,1.824282356302409
11555,12220393-101002915795,Intersection 3400 W 34TH ST&3400 W T C JESTER BLVD,Harris County,CENTRAL NORTHWEST,2018-02-10 17:48:59,-95.44601,29.817204,POINT (-95.44600677490234 29.81720352172852),True,False,0.5240723980624644
11556,12220467-101002915953,Intersection 1100 JENSEN DR&2700 PROVIDENCE ST,Harris County,GREATER FIFTH WARD,2018-02-11 10:10:55,-95.34344,29.770874,POINT (-95.34343719482422 29.7708740234375),False,False,1.7071685810020987
11557,12221371-101002918561,Intersection 3700 SHERWOOD LN&2900 W T C JESTER BLVD,Harris County,LAZYBROOK / TIMBERGROVE,2018-02-13 12:39:26,-95.44539,29.814121,POINT (-95.44538879394531 29.81412124633789),True,False,0.38237877285300037
11558,12221618-101002919441,"5337 PAGEWOOD, HOUSTON TX 77056",Harris,GREATER UPTOWN,2018-02-14 08:32:38,-95.47036,29.727402,POINT (-95.47035980224609 29.72740173339844),False,False,1.3460664428435132
11559,12221724-101002919751,"1829 CRESLINE, HOUSTON TX 77093",Harris,EASTEX - JENSEN AREA,2018-02-14 11:14:00,-95.35668,29.860987,POINT (-95.35668182373047 29.86098670959473),False,False,0.40495937744266813
11560,12222924-101002923257,"2802 DES CHAUMES, HOUSTON TX 77026",HARRIS,GREATER FIFTH WARD,2018-02-16 18:05:26,-95.338295,29.7879,POINT (-95.33829498291016 29.78790092468262),False,True,0.9370930372665117
11561,12223420-101002924397,"12518 CHESSINGTON, HOUSTON TX 77031",Harris,BRAYS OAKS,2018-02-19 08:18:23,-95.54301,29.644083,POINT (-95.54300689697266 29.64408302307129),False,False,0.24929433575773627
11562,12224413-101002927753,"3703 GARDENDALE, HOUSTON TX 77092",Harris,CENTRAL NORTHWEST,2018-02-21 09:16:15,-95.445816,29.815838,POINT (-95.44581604003906 29.81583786010742),True,False,0.45110707576944836
11563,12224585-101002928232,"1147 BRITTMOORE, HOUSTON TX 77043",Harris,SPRING BRANCH WEST,2018-02-21 13:31:40,-95.57041,29.789665,POINT (-95.57041168212891 29.78966522216797),False,False,0.264999773999994
11564,12224603-101002928266,"12728 GREENS BAYOU, HOUSTON TX 77015",Harris,NORTHSHORE,2018-02-21 13:49:09,-95.209,29.77418,POINT (-95.20899963378906 29.77417945861816),False,False,0.3325431973221874
11565,12224636-101002928371,Intersection 1900 BRUN ST&2018 VERMONT ST,Harris County,NEARTOWN - MONTROSE,2018-02-21 14:53:02,-95.40886,29.749126,POINT (-95.40885925292969 29.74912643432617),False,False,0.9132560426366452
11566,12225212-101002930297,"4406 BUCK, HOUSTON TX 77020",HARRIS,GREATER FIFTH WARD,2018-02-23 08:46:39,-95.326195,29.769773,POINT (-95.32619476318359 29.76977348327637),False,False,1.5974984969417956
11567,12228323-101002939036,"2222 FULHAM, HOUSTON TX 77063",HARRIS,MID WEST,2018-03-02 15:24:37,-95.50453,29.743906,POINT (-95.50453186035156 29.74390602111816),False,False,0.5591603569408669
11568,12228333-101002939061,"2114 FULHAM, HOUSTON TX 77063",HARRIS,MID WEST,2018-03-02 15:39:35,-95.50454,29.744904,POINT (-95.50453948974609 29.74490356445312),False,False,0.49183156203235057
11569,12228333-101002939062,"2114 FULHAM, HOUSTON TX 77063",HARRIS,MID WEST,2018-03-02 15:39:54,-95.50454,29.744904,POINT (-95.50453948974609 29.74490356445312),False,False,0.49183156203235057
11570,12228951-101002940341,Intersection 6000 IRVINGTON BLVD&800 N LOOP FWY E,Harris County,NEAR NORTHSIDE,2018-03-04 14:13:32,-95.36122,29.813622,POINT (-95.36122131347656 29.81362152099609),False,False,0.9290230889232937
11571,12230954-101002947053,"4640 RUSK, HOUSTON TX 77023",HARRIS,GREATER EASTWOOD,2018-03-09 10:02:14,-95.3288,29.74096,POINT (-95.32879638671875 29.74095916748047),False,False,1.0049351777947209
11572,12231569-101002949146,Intersection 10900 MEADOWGLEN LN&2900 WALNUT BEND LN,Harris County,WESTCHASE,2018-03-12 04:07:15,-95.567474,29.732487,POINT (-95.56747436523438 29.73248672485352),False,False,0.48810461314432796
11573,12231571-101002949149,Intersection 4300 CORNELL ST&732 CROSSTIMBERS ST,Harris County,INDEPENDENCE HEIGHTS,2018-03-12 05:16:15,-95.389084,29.828573,POINT (-95.38908386230469 29.82857322692871),True,False,0.3138883396497798
11574,12232012-101002950664,Intersection 5200 BROWNWAY ST&2600 SAGE RD&5200 WESTHEIMER RD,Harris County,GREATER UPTOWN,2018-03-13 05:50:29,-95.46695,29.740463,POINT (-95.46694946289062 29.74046325683594),False,False,1.1479813112116093
11575,12232537-101002952628,Intersection 1200 CAMBRIDGE ST&6300 MAIN ST,Harris County,MEDICAL CENTER AREA,2018-03-14 10:47:22,-95.39742,29.715893,POINT (-95.39742279052734 29.71589279174805),True,False,0.810454431172266
11576,12233339-101002955558,"2332 SUL ROSS, HOUSTON TX 77098",HARRIS,GREENWAY / UPPER KIRBY AREA,2018-03-16 12:23:19,-95.41604,29.73781,POINT (-95.41603851318359 29.7378101348877),False,False,1.7813321566979203
11577,12237167-101002970429,"2925 W T C JESTER, HOUSTON TX 77092",HARRIS,LAZYBROOK / TIMBERGROVE,2018-03-29 01:27:55,-95.44573,29.814566,POINT (-95.44573211669922 29.81456565856934),True,False,0.3877613555648534
11578,12237178-101002970480,"8839 ELDORA, HOUSTON TX 77080",Harris,SPRING BRANCH CENTRAL,2018-03-29 06:18:59,-95.511505,29.830719,POINT (-95.51150512695312 29.83071899414062),False,True,0.6887712271732859
11579,12237180-101002970489,Intersection 2600 HOUSTON AVE&1500 WRIGHTWOOD ST,Harris County,GREATER HEIGHTS,2018-03-29 06:26:42,-95.37232,29.78098,POINT (-95.37232208251953 29.78097915649414),True,False,0.11515155982727492
11580,12237181-101002970490,"4106 NAMORA, HOUSTON TX 77080",HARRIS,SPRING BRANCH CENTRAL,2018-03-29 06:29:02,-95.5139,29.831303,POINT (-95.51390075683594 29.83130264282227),False,False,0.5425057109513772
11581,12237183-101002970495,Intersection 890 COMMERCE ST&100 TRAVIS ST,Harris County,DOWNTOWN,2018-03-29 06:48:32,-95.36052,29.764357,POINT (-95.36051940917969 29.76435661315918),True,False,0.9683912588354785
11582,12237182-101002970496,Intersection 900 BROADWAY ST&8100 MANCHESTER ST,Harris County,HARRISBURG / MANCHESTER,2018-03-29 06:48:35,-95.27836,29.718136,POINT (-95.27835845947266 29.71813583374023),False,False,0.790817407895744
11583,12237205-101002970538,"4206 BIRCHTON, HOUSTON TX 77080",Harris,SPRING BRANCH CENTRAL,2018-03-29 07:29:01,-95.512215,29.832045,POINT (-95.51221466064453 29.83204460144043),False,False,0.6433668758213018
11584,12237216-101002970563,"4111 BIRCHTON, HOUSTON TX 77080",HARRIS,SPRING BRANCH CENTRAL,2018-03-29 07:42:50,-95.51271,29.831488,POINT (-95.51271057128906 29.83148765563965),False,False,0.6133512707601834
11585,12237219-101002970585,Intersection 9000 ELDORA DR&4100 MCKEAN DR,Harris County,SPRING BRANCH CENTRAL,2018-03-29 07:53:45,-95.51326,29.830908,POINT (-95.51325988769531 29.83090782165527),False,False,0.5827977052093785
11586,12237242-101002970659,"4111 MONA LEE, HOUSTON TX 77080",Harris,SPRING BRANCH CENTRAL,2018-03-29 08:33:40,-95.51186,29.831497,POINT (-95.51186370849609 29.83149719238281),False,False,0.6640979684922538
